Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10688941,2,"Thursday, April  4, 2013 18:00:14 UTC",65.9968,-150.9674,1.1,24.40, 8,"northern Alaska"
ak,10687304,2,"Thursday, April  4, 2013 17:45:12 UTC",61.5837,-148.2491,1.1,14.70,21,"Southern Alaska"
ci,11278930,1,"Thursday, April  4, 2013 17:40:52 UTC",32.8797,-116.2518,1.1,8.50, 9,"Southern California"
hv,60485996,1,"Thursday, April  4, 2013 17:38:31 UTC",19.4102,-155.3203,1.9,5.10,20,"Island of Hawaii, Hawaii"
ci,11278914,1,"Thursday, April  4, 2013 17:28:00 UTC",34.0223,-119.1975,1.5,0.00,12,"Channel Islands region, California"
uw,60514642,1,"Thursday, April  4, 2013 17:16:59 UTC",46.5008,-122.4168,1.0,17.40,19,"Washington"
ak,10687266,2,"Thursday, April  4, 2013 17:15:58 UTC",61.4672,-140.7886,1.8,5.00,27,"Southern Yukon Territory, Canada"
ak,10687265,2,"Thursday, April  4, 2013 17:12:37 UTC",62.0756,-145.2143,1.3,18.60,18,"Central Alaska"
pr,13094003,0,"Thursday, April  4, 2013 16:32:52 UTC",17.9370,-66.6352,1.7,11.00, 4,"Puerto Rico region"
us,b000g154,7,"Thursday, April  4, 2013 16:31:00 UTC",41.5027,-71.7455,1.8,5.00, 7,"southern New England"
us,b000fzqs,B,"Thursday, April  4, 2013 16:30:51 UTC",31.2250,-115.9130,4.0,5.00, 0,"Baja California, Mexico"
uw,60514627,4,"Thursday, April  4, 2013 16:26:38 UTC",46.4227,-122.3207,1.6,17.30,37,"Washington"
ak,10687245,2,"Thursday, April  4, 2013 16:16:21 UTC",63.8184,-148.5551,1.2,98.10,24,"Central Alaska"
ci,11278866,1,"Thursday, April  4, 2013 15:47:09 UTC",32.8777,-116.2540,1.1,5.50,17,"Southern California"
us,b000fznz,7,"Thursday, April  4, 2013 15:44:30 UTC",39.6844,73.7795,4.3,44.20,36,"Kyrgyzstan"
ak,10687229,2,"Thursday, April  4, 2013 15:38:32 UTC",62.0398,-147.7759,2.2,33.80,57,"Central Alaska"
ak,10687223,2,"Thursday, April  4, 2013 15:32:19 UTC",61.9993,-149.7691,1.5,39.70,26,"Southern Alaska"
ak,10687212,3,"Thursday, April  4, 2013 15:27:10 UTC",59.8957,-152.3628,2.3,72.40,53,"Southern Alaska"
ak,10687210,2,"Thursday, April  4, 2013 15:23:37 UTC",63.0506,-148.7071,1.7,11.00,31,"Central Alaska"
us,b000fzn7,7,"Thursday, April  4, 2013 15:16:26 UTC",19.2920,95.7254,5.7,3.50,111,"Myanmar"
ak,10687206,3,"Thursday, April  4, 2013 15:12:53 UTC",51.4545,-177.4632,2.1,37.90,21,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000fzmv,7,"Thursday, April  4, 2013 15:01:12 UTC",47.9959,148.7048,4.5,357.40,340,"northwest of the Kuril Islands"
ak,10687198,2,"Thursday, April  4, 2013 14:59:52 UTC",62.0831,-148.8022,1.2,44.70,21,"Central Alaska"
nc,71966260,0,"Thursday, April  4, 2013 14:45:23 UTC",38.8173,-122.7993,1.1,1.30,20,"Northern California"
ak,10687184,2,"Thursday, April  4, 2013 14:44:21 UTC",59.5017,-153.4796,3.0,113.40,86,"Southern Alaska"
ak,10687182,2,"Thursday, April  4, 2013 14:32:31 UTC",64.7486,-150.8727,1.5,5.40,19,"Central Alaska"
pr,13094002,0,"Thursday, April  4, 2013 14:31:27 UTC",18.2996,-64.5955,2.3,91.00, 4,"Virgin Islands region"
ak,10687170,2,"Thursday, April  4, 2013 14:19:41 UTC",61.5422,-146.5540,2.1,26.30,50,"Southern Alaska"
nn,00408351,1,"Thursday, April  4, 2013 14:18:28 UTC",38.0358,-118.0415,1.5,5.10,15,"Nevada"
us,b000fzlr,8,"Thursday, April  4, 2013 14:10:15 UTC",-5.5612,147.2057,5.5,180.80,34,"eastern New Guinea region, Papua New Guinea"
ak,10687164,2,"Thursday, April  4, 2013 13:44:11 UTC",60.5018,-142.8886,1.7,3.30,24,"Southern Alaska"
ak,10687162,2,"Thursday, April  4, 2013 13:37:02 UTC",58.3354,-150.9188,2.6,12.00,37,"Gulf of Alaska"
nc,71966240,2,"Thursday, April  4, 2013 13:26:06 UTC",39.6955,-122.8465,1.6,0.10,18,"Northern California"
nc,71966230,1,"Thursday, April  4, 2013 13:04:33 UTC",38.8142,-122.8172,1.7,3.00,26,"Northern California"
ak,10687156,2,"Thursday, April  4, 2013 12:56:06 UTC",63.4710,-146.2551,1.1,0.50,24,"Central Alaska"
ak,10687153,2,"Thursday, April  4, 2013 12:33:17 UTC",61.3794,-147.5278,1.2,0.00, 7,"Southern Alaska"
nc,71966215,2,"Thursday, April  4, 2013 12:31:39 UTC",39.8855,-122.6940,1.9,9.20,18,"Northern California"
ak,10687150,2,"Thursday, April  4, 2013 12:11:01 UTC",60.1729,-141.5905,1.2,0.00, 8,"Southern Alaska"
ak,10688920,2,"Thursday, April  4, 2013 12:10:31 UTC",60.1025,-152.5413,1.8,83.10,32,"Southern Alaska"
ak,10688919,2,"Thursday, April  4, 2013 12:00:08 UTC",66.8024,-163.1382,2.6,28.60, 8,"northern Alaska"
pr,13094001,0,"Thursday, April  4, 2013 11:48:07 UTC",18.3022,-67.2841,2.0,33.00, 4,"Mona Passage, Puerto Rico"
us,b000fzkf,4,"Thursday, April  4, 2013 11:41:08 UTC",-34.6729,-71.6819,4.7,48.30,24,"Libertador General Bernardo O'Higgins, Chile"
nc,71966205,3,"Thursday, April  4, 2013 11:38:17 UTC",38.7933,-122.8027,1.9,3.60,63,"Northern California"
ak,10687137,2,"Thursday, April  4, 2013 11:11:08 UTC",51.5194,-175.9574,2.1,23.30,16,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10687136,3,"Thursday, April  4, 2013 11:07:07 UTC",55.4546,-162.3243,2.8,161.50,19,"Alaska Peninsula"
nc,71966185,1,"Thursday, April  4, 2013 10:28:28 UTC",38.7878,-122.7633,2.0,2.00,34,"Northern California"
ak,10687130,2,"Thursday, April  4, 2013 10:19:30 UTC",62.1152,-145.1480,1.2,16.80,24,"Central Alaska"
ci,11278794,1,"Thursday, April  4, 2013 10:16:38 UTC",34.0308,-117.1872,1.1,12.50,44,"Greater Los Angeles area, California"
ci,11278786,2,"Thursday, April  4, 2013 10:13:02 UTC",32.2465,-115.3367,1.8,9.90,11,"Baja California, Mexico"
se,040413b,A,"Thursday, April  4, 2013 10:08:56 UTC",35.2929,-84.2918,2.0,13.00,11,"eastern Tennessee"
uw,60514587,1,"Thursday, April  4, 2013 10:08:37 UTC",47.6607,-120.2193,1.1,0.70,13,"Washington"
ci,11278778,1,"Thursday, April  4, 2013 09:43:23 UTC",36.0448,-117.8648,1.2,1.90,14,"Central California"
nc,71966170,2,"Thursday, April  4, 2013 09:35:57 UTC",39.5553,-122.0015,1.7,14.00,17,"Northern California"
ak,10687117,2,"Thursday, April  4, 2013 09:34:14 UTC",63.5196,-147.5718,2.7,1.80,67,"Central Alaska"
nc,71966165,2,"Thursday, April  4, 2013 09:24:18 UTC",36.0075,-120.9647,1.1,6.50,19,"Central California"
ak,10687115,2,"Thursday, April  4, 2013 09:21:24 UTC",62.9292,-143.6989,1.2,7.60,18,"Central Alaska"
pr,13094000,0,"Thursday, April  4, 2013 09:14:03 UTC",18.0830,-64.3998,3.2,94.00, 4,"Virgin Islands region"
ci,11278762,1,"Thursday, April  4, 2013 09:12:50 UTC",33.8067,-116.1008,1.0,2.40,35,"Southern California"
ak,10687110,2,"Thursday, April  4, 2013 09:01:26 UTC",61.6876,-150.1442,1.1,42.00,18,"Southern Alaska"
ci,11278738,1,"Thursday, April  4, 2013 08:57:18 UTC",33.8070,-116.0925,1.0,2.00,37,"Southern California"
nc,71966160,2,"Thursday, April  4, 2013 08:55:42 UTC",35.9652,-121.0340,1.3,9.90,27,"Central California"
nm,040413a,A,"Thursday, April  4, 2013 08:51:59 UTC",35.5494,-92.5470,2.2,0.10,14,"Arkansas"
ak,10687104,2,"Thursday, April  4, 2013 08:48:08 UTC",61.5370,-146.6405,1.4,19.90,35,"Southern Alaska"
us,b000fzjc,6,"Thursday, April  4, 2013 08:34:33 UTC",36.6532,69.6489,4.1,213.30,11,"Hindu Kush region, Afghanistan"
ci,11278722,2,"Thursday, April  4, 2013 08:08:36 UTC",36.1287,-117.5757,1.0,7.00,11,"Central California"
ak,10687100,2,"Thursday, April  4, 2013 07:59:08 UTC",55.5151,-159.7431,2.9,58.50,19,"Alaska Peninsula"
ak,10687099,2,"Thursday, April  4, 2013 07:56:13 UTC",61.5289,-151.2530,1.4,4.60,27,"Southern Alaska"
us,b000fzis,8,"Thursday, April  4, 2013 07:35:29 UTC",-24.1569,179.1898,4.4,547.50,50,"south of the Fiji Islands"
ak,10687094,2,"Thursday, April  4, 2013 07:31:11 UTC",60.4625,-151.8277,1.5,73.90,23,"Kenai Peninsula, Alaska"
ak,10687092,2,"Thursday, April  4, 2013 07:27:11 UTC",63.3062,-151.8328,1.0,8.30,18,"Central Alaska"
nc,71966115,2,"Thursday, April  4, 2013 06:52:22 UTC",39.5522,-122.0040,1.1,12.20,10,"Northern California"
us,b000fzik,D,"Thursday, April  4, 2013 06:31:32 UTC",36.4265,71.0929,5.4,240.70,335,"Hindu Kush region, Afghanistan"
ak,10687076,2,"Thursday, April  4, 2013 06:29:17 UTC",63.1051,-151.3727,1.1,10.70,18,"Central Alaska"
ak,10687071,2,"Thursday, April  4, 2013 05:54:05 UTC",61.8381,-150.1182,1.3,48.50,31,"Southern Alaska"
ci,11278682,1,"Thursday, April  4, 2013 05:29:36 UTC",33.4835,-116.4380,1.4,9.10,60,"Southern California"
us,b000fzif,5,"Thursday, April  4, 2013 05:29:08 UTC",-4.2256,102.4895,5.0,63.00,87,"southern Sumatra, Indonesia"
ci,11278674,1,"Thursday, April  4, 2013 05:29:06 UTC",33.4888,-116.4343,1.3,9.60,46,"Southern California"
mb,13126080,2,"Thursday, April  4, 2013 05:16:35 UTC",45.2983,-113.0781,1.4,5.60,11,"western Montana"
ak,10688900,2,"Thursday, April  4, 2013 05:06:18 UTC",51.6538,-172.3489,2.4,10.80,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10687062,2,"Thursday, April  4, 2013 05:00:41 UTC",63.2731,-151.4426,1.1,13.10,21,"Central Alaska"
ak,10687059,2,"Thursday, April  4, 2013 04:56:56 UTC",61.0895,-150.1432,1.1,42.60,21,"Southern Alaska"
us,b000fzi6,A,"Thursday, April  4, 2013 04:42:41 UTC",35.8707,140.7305,5.0,34.60,64,"near the east coast of Honshu, Japan"
ak,10687046,2,"Thursday, April  4, 2013 04:29:39 UTC",63.3757,-151.3190,1.2,4.50,20,"Central Alaska"
ak,10687044,2,"Thursday, April  4, 2013 04:25:00 UTC",62.1540,-145.6020,1.3,21.80,18,"Central Alaska"
uw,60514557,4,"Thursday, April  4, 2013 04:22:45 UTC",47.8815,-121.6535,1.8,8.00,28,"Washington"
nc,71965925,0,"Thursday, April  4, 2013 03:51:06 UTC",38.7875,-122.7433,1.4,1.80,22,"Northern California"
ak,10687039,2,"Thursday, April  4, 2013 03:24:57 UTC",61.7192,-148.0609,1.4,35.20,31,"Southern Alaska"
ak,10688893,2,"Thursday, April  4, 2013 03:19:59 UTC",61.8074,-151.3043,1.3,79.40,24,"Southern Alaska"
ak,10686953,2,"Thursday, April  4, 2013 03:13:30 UTC",59.6284,-152.8308,2.3,83.50,53,"Southern Alaska"
ak,10686950,2,"Thursday, April  4, 2013 02:58:25 UTC",60.2047,-153.2425,2.1,156.60,45,"Southern Alaska"
ak,10686864,2,"Thursday, April  4, 2013 02:44:13 UTC",60.5220,-142.2308,1.6,5.00,27,"Southern Alaska"
us,b000fzgv,9,"Thursday, April  4, 2013 02:27:06 UTC",15.8339,121.7309,5.3,38.10,58,"Luzon, Philippines"
ak,10688888,2,"Thursday, April  4, 2013 02:21:14 UTC",61.8193,-151.7135,1.4,89.20,22,"Southern Alaska"
us,b000fzgu,9,"Thursday, April  4, 2013 02:20:34 UTC",-23.8603,-66.6743,4.7,187.20,45,"Jujuy, Argentina"
ak,10686852,2,"Thursday, April  4, 2013 02:17:25 UTC",54.4824,-162.4488,2.8,59.30,21,"Alaska Peninsula"
ci,11278650,1,"Thursday, April  4, 2013 02:17:04 UTC",35.8860,-118.3510,1.0,5.20,13,"Central California"
ci,11278642,1,"Thursday, April  4, 2013 02:16:44 UTC",34.0282,-117.2140,1.4,12.70,66,"Greater Los Angeles area, California"
ak,10686851,2,"Thursday, April  4, 2013 02:14:18 UTC",61.7422,-150.9515,1.2,3.20,24,"Southern Alaska"
mb,13942240,2,"Thursday, April  4, 2013 02:03:20 UTC",44.6079,-112.0688,1.3,11.70,17,"western Montana"
uu,60017972,4,"Thursday, April  4, 2013 01:47:47 UTC",40.9282,-111.2565,1.1,12.50,20,"Utah"
